1	1	300000	172267
1	300001	600000	129375
1	600001	900000	191148
1	900001	1200000	100040
1	1200001	1500000	11528
1	1500001	1800000	31900
1	1800001	2100000	57210
1	2100001	2400000	10502
1	2400001	2700000	37002
1	2700001	3000000	20699
1	3000001	3300000	10621
1	3300001	3600000	16022
1	3600001	3900000	30519
1	3900001	4200000	12997
1	4200001	4500000	11568
1	4500001	4800000	14576
1	4800001	5100000	15615
1	5100001	5400000	28610
1	5400001	5700000	29619
1	5700001	6000000	37744
1	6000001	6300000	33131
1	6300001	6600000	40802
1	6600001	6900000	15130
1	6900001	7200000	8378
1	7200001	7500000	34356
1	7500001	7800000	5283
1	7800001	8100000	10240
1	8100001	8400000	20662
1	8400001	8700000	9678
1	8700001	9000000	35047
1	9000001	9300000	8509
1	9300001	9600000	11797
1	9600001	9900000	29789
1	9900001	10200000	15703
1	10200001	10500000	22510
1	10500001	10800000	20086
1	10800001	11100000	38388
1	11100001	11400000	50002
1	11400001	11700000	25027
1	11700001	12000000	24998
1	12000001	12300000	14473
1	12300001	12600000	33106
1	12600001	12900000	17569
1	12900001	13200000	42112
1	13200001	13500000	14839
1	13500001	13800000	24941
1	13800001	14100000	32136
1	14100001	14400000	28613
1	14400001	14700000	44621
1	14700001	15000000	18789
1	15000001	15300000	26065
1	15300001	15600000	26011
1	15600001	15900000	39995
1	15900001	16200000	28814
1	16200001	16500000	5434
1	16500001	16800000	12266
1	16800001	17100000	13864
1	17100001	17400000	28785
1	17400001	17700000	21705
1	17700001	18000000	25339
1	18000001	18300000	10101
1	18300001	18600000	15182
1	18600001	18900000	22959
1	18900001	19200000	23818
1	19200001	19500000	18367
1	19500001	19800000	6706
1	19800001	20100000	7797
1	20100001	20400000	10760
1	20400001	20700000	27343
1	20700001	21000000	18341
1	21000001	21300000	37251
1	21300001	21600000	29730
1	21600001	21900000	15986
1	21900001	22200000	23940
1	22200001	22500000	4968
1	22500001	22800000	21752
1	22800001	23100000	21943
1	23100001	23400000	62892
1	23400001	23700000	32582
1	23700001	24000000	10549
1	24000001	24300000	13315
1	24300001	24600000	12747
1	24600001	24900000	33816
1	24900001	25200000	29255
1	25200001	25500000	19945
1	25500001	25800000	22409
1	25800001	26100000	8915
1	26100001	26400000	8344
1	26400001	26700000	5478
1	26700001	27000000	11246
1	27000001	27300000	4515
1	27300001	27600000	18823
1	27600001	27900000	7367
1	27900001	28200000	6040
1	28200001	28500000	4428
1	28500001	28800000	3565
