1	1	300000	141863
1	300001	600000	157148
1	600001	900000	172259
1	900001	1200000	78074
1	1200001	1500000	15237
1	1500001	1800000	6898
1	1800001	2100000	18432
1	2100001	2400000	5895
1	2400001	2700000	6265
1	2700001	3000000	14249
1	3000001	3300000	3807
1	3300001	3600000	11822
1	3600001	3900000	12664
1	3900001	4200000	15679
1	4200001	4500000	29774
1	4500001	4800000	10707
1	4800001	5100000	12913
1	5100001	5400000	7752
1	5400001	5700000	6341
1	5700001	6000000	19329
1	6000001	6300000	38638
1	6300001	6600000	50367
1	6600001	6900000	16440
1	6900001	7200000	20011
1	7200001	7500000	5232
1	7500001	7800000	4894
1	7800001	8100000	13569
1	8100001	8400000	6482
1	8400001	8700000	63791
1	8700001	9000000	8054
1	9000001	9300000	24976
1	9300001	9600000	16955
1	9600001	9900000	22466
1	9900001	10200000	16914
1	10200001	10500000	15790
1	10500001	10800000	13259
1	10800001	11100000	32864
1	11100001	11400000	25177
1	11400001	11700000	29140
1	11700001	12000000	45297
1	12000001	12300000	17539
1	12300001	12600000	22094
1	12600001	12900000	25027
1	12900001	13200000	22254
1	13200001	13500000	53497
1	13500001	13800000	58248
1	13800001	14100000	12778
1	14100001	14400000	47134
1	14400001	14700000	45469
1	14700001	15000000	58567
1	15000001	15300000	32602
1	15300001	15600000	40836
1	15600001	15900000	3440
1	15900001	16200000	13966
1	16200001	16500000	6625
1	16500001	16800000	60651
1	16800001	17100000	16229
1	17100001	17400000	25511
1	17400001	17700000	21833
1	17700001	18000000	21574
1	18000001	18300000	37729
1	18300001	18600000	61097
1	18600001	18900000	75142
1	18900001	19200000	117213
1	19200001	19500000	72654
1	19500001	19800000	91307
1	19800001	20100000	203580
1	20100001	20400000	153407
1	20400001	20700000	119399
1	20700001	21000000	108677
1	21000001	21300000	14555
1	21300001	21600000	54081
1	21600001	21900000	31461
1	21900001	22200000	33446
1	22200001	22500000	13281
1	22500001	22800000	36165
1	22800001	23100000	11031
1	23100001	23400000	23085
1	23400001	23700000	22220
1	23700001	24000000	23301
1	24000001	24300000	20891
1	24300001	24600000	2348
1	24600001	24900000	7092
1	24900001	25200000	31122
1	25200001	25500000	14305
1	25500001	25800000	3823
1	25800001	26100000	13289
1	26100001	26400000	5924
1	26400001	26700000	5736
1	26700001	27000000	8962
1	27000001	27300000	5700
1	27300001	27600000	17169
1	27600001	27900000	8037
1	27900001	28200000	5740
1	28200001	28500000	9923
1	28500001	28800000	10260
1	28800001	29100000	9723
1	29100001	29400000	18754
1	29400001	29700000	5557
1	29700001	30000000	2669
1	30000001	30300000	7788
1	30300001	30600000	8802
1	30600001	30900000	40086
1	30900001	31200000	35200
1	31200001	31500000	10497
1	31500001	31800000	6480
1	31800001	32100000	39818
1	32100001	32400000	3906
1	32400001	32700000	18486
1	32700001	33000000	8865
1	33000001	33300000	15047
1	33300001	33600000	11968
1	33600001	33900000	9038
1	33900001	34200000	31598
1	34200001	34500000	4829
1	34500001	34800000	8495
1	34800001	35100000	72366
1	35100001	35400000	28221
1	35400001	35700000	3934
1	35700001	36000000	10056
1	36000001	36300000	6513
1	36300001	36600000	2500
1	36600001	36900000	33009
1	36900001	37200000	6038
1	37200001	37500000	23672
1	37500001	37800000	4993
1	37800001	38100000	4575
1	38100001	38400000	5085
1	38400001	38700000	6488
1	38700001	39000000	7186
1	39000001	39300000	75838
1	39300001	39600000	29730
1	39600001	39900000	19137
1	39900001	40200000	46864
1	40200001	40244650	2329
2	1	300000	95510
2	300001	600000	138624
2	600001	900000	135981
2	900001	1200000	79545
2	1200001	1500000	24926
2	1500001	1800000	18347
2	1800001	2100000	21109
2	2100001	2400000	23445
2	2400001	2700000	58550
2	2700001	3000000	53241
2	3000001	3300000	19902
2	3300001	3600000	51785
2	3600001	3900000	22647
2	3900001	4200000	25995
2	4200001	4500000	47935
2	4500001	4800000	86737
2	4800001	5100000	41463
2	5100001	5400000	38187
2	5400001	5700000	50293
2	5700001	6000000	25980
2	6000001	6300000	77255
2	6300001	6600000	56754
2	6600001	6900000	53324
2	6900001	7200000	63852
2	7200001	7500000	117547
2	7500001	7800000	101190
2	7800001	8100000	99533
2	8100001	8400000	86838
2	8400001	8700000	64815
2	8700001	9000000	56917
2	9000001	9300000	66311
2	9300001	9600000	40909
2	9600001	9900000	173456
2	9900001	10200000	30953
2	10200001	10500000	56649
2	10500001	10800000	34904
2	10800001	11100000	35149
2	11100001	11400000	27470
2	11400001	11700000	25338
2	11700001	12000000	46819
2	12000001	12300000	31793
2	12300001	12600000	15598
2	12600001	12900000	60368
2	12900001	13200000	22440
2	13200001	13500000	9430
2	13500001	13800000	33902
2	13800001	14100000	89304
2	14100001	14400000	12933
2	14400001	14700000	10814
2	14700001	15000000	62887
2	15000001	15300000	12005
2	15300001	15600000	8531
2	15600001	15900000	12002
2	15900001	16200000	56673
2	16200001	16500000	3107
2	16500001	16800000	51806
2	16800001	17100000	37582
2	17100001	17400000	10547
2	17400001	17700000	5079
2	17700001	18000000	2918
2	18000001	18300000	8303
2	18300001	18600000	8545
2	18600001	18900000	22603
2	18900001	19200000	29562
2	19200001	19500000	2205
2	19500001	19800000	5217
2	19800001	20100000	2486
2	20100001	20400000	12201
2	20400001	20700000	1866
2	20700001	21000000	7770
2	21000001	21300000	4203
2	21300001	21600000	16362
2	21600001	21900000	8701
2	21900001	22200000	5307
2	22200001	22500000	15007
2	22500001	22800000	6040
2	22800001	23100000	2157
2	23100001	23400000	5571
2	23400001	23700000	2787
2	23700001	24000000	1216
2	24000001	24300000	3426
2	24300001	24600000	5647
2	24600001	24900000	4065
2	24900001	25200000	6611
2	25200001	25222312	1250
3	1	300000	147485
3	300001	600000	185544
3	600001	900000	163550
3	900001	1200000	62225
3	1200001	1500000	6064
3	1500001	1800000	6797
3	1800001	2100000	3739
3	2100001	2400000	4499
3	2400001	2700000	22865
3	2700001	3000000	14258
3	3000001	3300000	6215
3	3300001	3600000	15633
3	3600001	3900000	6497
3	3900001	4200000	15147
3	4200001	4500000	24215
3	4500001	4800000	41494
3	4800001	5100000	22077
3	5100001	5400000	16436
3	5400001	5700000	4525
3	5700001	6000000	7942
3	6000001	6300000	65923
3	6300001	6600000	3138
3	6600001	6900000	17179
3	6900001	7200000	13979
3	7200001	7500000	51627
3	7500001	7800000	11044
3	7800001	8100000	22672
3	8100001	8400000	16992
