1	1	300000	142481
1	300001	600000	157281
1	600001	900000	83542
1	900001	1200000	130786
1	1200001	1500000	117595
1	1500001	1800000	135766
1	1800001	2100000	43906
1	2100001	2400000	106113
1	2400001	2700000	89308
1	2700001	3000000	88749
1	3000001	3300000	157127
1	3300001	3600000	109156
1	3600001	3900000	110455
1	3900001	4200000	165939
1	4200001	4500000	121447
1	4500001	4800000	118747
1	4800001	5100000	148435
1	5100001	5400000	105678
1	5400001	5700000	128230
1	5700001	6000000	88062
1	6000001	6300000	79786
1	6300001	6600000	59112
1	6600001	6900000	87234
1	6900001	7200000	154346
1	7200001	7500000	147904
1	7500001	7800000	172820
1	7800001	8100000	135539
1	8100001	8400000	102030
1	8400001	8700000	97055
1	8700001	9000000	129281
1	9000001	9300000	127620
1	9300001	9600000	154369
1	9600001	9900000	112213
1	9900001	10200000	125357
1	10200001	10500000	117932
1	10500001	10800000	124166
1	10800001	11100000	100712
1	11100001	11400000	72353
1	11400001	11700000	111055
1	11700001	12000000	69786
1	12000001	12300000	99232
1	12300001	12600000	114345
1	12600001	12900000	116069
1	12900001	13200000	75495
1	13200001	13500000	69271
1	13500001	13800000	91432
1	13800001	14100000	104900
1	14100001	14400000	103610
1	14400001	14700000	111219
1	14700001	15000000	98875
1	15000001	15300000	68371
1	15300001	15600000	80407
1	15600001	15900000	126257
1	15900001	16200000	135916
1	16200001	16500000	139515
1	16500001	16800000	81081
1	16800001	17100000	141991
1	17100001	17400000	101467
1	17400001	17700000	122021
1	17700001	18000000	105109
1	18000001	18300000	98459
1	18300001	18600000	93219
1	18600001	18900000	108421
1	18900001	19200000	87267
1	19200001	19500000	103778
1	19500001	19800000	92972
1	19800001	20100000	25328
1	20100001	20400000	60122
1	20400001	20700000	66369
1	20700001	21000000	89288
1	21000001	21300000	114694
1	21300001	21600000	56581
1	21600001	21900000	100721
1	21900001	22200000	133151
1	22200001	22500000	163845
1	22500001	22800000	119548
1	22800001	23100000	137390
1	23100001	23400000	77267
1	23400001	23700000	102486
1	23700001	24000000	130064
1	24000001	24300000	136169
1	24300001	24600000	151213
1	24600001	24900000	112439
1	24900001	25200000	116791
1	25200001	25500000	163059
1	25500001	25800000	149989
1	25800001	26100000	208397
1	26100001	26400000	181325
1	26400001	26700000	183348
1	26700001	27000000	148849
1	27000001	27300000	133373
1	27300001	27600000	120433
1	27600001	27900000	135640
1	27900001	28200000	162159
1	28200001	28500000	131636
1	28500001	28800000	172279
1	28800001	29100000	135765
1	29100001	29400000	162064
1	29400001	29700000	164292
1	29700001	30000000	151391
1	30000001	30300000	164787
1	30300001	30600000	146124
1	30600001	30900000	135165
1	30900001	31200000	176122
1	31200001	31500000	167116
1	31500001	31800000	153960
1	31800001	32100000	172135
1	32100001	32400000	171777
1	32400001	32700000	103546
1	32700001	33000000	130159
1	33000001	33300000	159889
1	33300001	33600000	127255
1	33600001	33900000	151768
1	33900001	34200000	135183
1	34200001	34500000	133855
1	34500001	34800000	160313
1	34800001	35100000	109373
1	35100001	35400000	136383
1	35400001	35700000	148607
1	35700001	36000000	125289
1	36000001	36300000	148601
1	36300001	36600000	178584
1	36600001	36900000	159477
1	36900001	37200000	112100
1	37200001	37500000	161788
1	37500001	37800000	154892
1	37800001	38100000	142403
1	38100001	38400000	171378
1	38400001	38700000	182017
1	38700001	39000000	181640
1	39000001	39300000	137061
1	39300001	39600000	170958
1	39600001	39900000	180260
1	39900001	40200000	140334
1	40200001	40244650	22185
